Method	Dataset	Metric	Value	Set
Epidope	S. mansoni	PPV	0.316874400767018	NoLeakage
Epidope	S. mansoni	NPV	0.805861230163327	NoLeakage
Epidope	S. mansoni	Sensitivity	0.282841249465126	NoLeakage
Epidope	S. mansoni	Specificity	0.829992841803865	NoLeakage
Epidope	S. mansoni	Balanced accuracy	0.556417045634496	NoLeakage
Epidope	S. mansoni	Accuracy	0.710700625058308	NoLeakage
Epidope	T. gondii	AUC	0.598090930451128	NoLeakage
Epidope	T. gondii	F1	0.133152173913043	NoLeakage
Epidope	T. gondii	MCC	-0.0213930826500304	NoLeakage
Epidope	T. gondii	PPV	0.510416666666667	NoLeakage
Epidope	T. gondii	NPV	0.450743494423792	NoLeakage
Epidope	T. gondii	Sensitivity	0.0765625	NoLeakage
Epidope	T. gondii	Specificity	0.911654135338346	NoLeakage
Epidope	T. gondii	Balanced accuracy	0.494108317669173	NoLeakage
Epidope	T. gondii	Accuracy	0.455631399317406	NoLeakage
Epitope1D	C. difficile	AUC	0.501372185970147	NoLeakage
Epitope1D	C. difficile	F1	0.269714285714286	NoLeakage
Epitope1D	C. difficile	MCC	-0.0150226020052939	NoLeakage
Epitope1D	C. difficile	PPV	0.17201166180758	NoLeakage
Epitope1D	C. difficile	NPV	0.816062176165803	NoLeakage
Epitope1D	C. difficile	Sensitivity	0.624338624338624	NoLeakage
Epitope1D	C. difficile	Specificity	0.35673839184598	NoLeakage
Epitope1D	C. difficile	Balanced accuracy	0.490538508092302	NoLeakage
Epitope1D	C. difficile	Accuracy	0.403917910447761	NoLeakage
Epitope1D	C. trachomatis	AUC	0.550858528932919	NoLeakage
Epitope1D	C. trachomatis	F1	0.330674846625767	NoLeakage
Epitope1D	C. trachomatis	MCC	0.0834915911056437	NoLeakage
Epitope1D	C. trachomatis	PPV	0.649397590361446	NoLeakage
Epitope1D	C. trachomatis	NPV	0.455513964871869	NoLeakage
Epitope1D	C. trachomatis	Sensitivity	0.221810699588477	NoLeakage
Epitope1D	C. trachomatis	Specificity	0.844634276561666	NoLeakage
Epitope1D	C. trachomatis	Balanced accuracy	0.533222488075072	NoLeakage
Epitope1D	C. trachomatis	Accuracy	0.492911921914943	NoLeakage
Epitope1D	Filoviridae	AUC	0.612955631460782	NoLeakage
Epitope1D	Filoviridae	F1	0.274682846111418	NoLeakage
Epitope1D	Filoviridae	MCC	0.138106323014187	NoLeakage
Epitope1D	Filoviridae	PPV	0.323376623376623	NoLeakage
Epitope1D	Filoviridae	NPV	0.832665964172813	NoLeakage
Epitope1D	Filoviridae	Sensitivity	0.238734419942474	NoLeakage
Epitope1D	Filoviridae	Specificity	0.883497316636851	NoLeakage
Epitope1D	Filoviridae	Balanced accuracy	0.561115868289663	NoLeakage
Epitope1D	Filoviridae	Accuracy	0.761559383499547	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	AUC	0.609479758466508	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	F1	0.505188391321236	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	MCC	0.125808675382774	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	PPV	0.364247419380651	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	NPV	0.771616541353384	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Sensitivity	0.824040550325851	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Specificity	0.292457030902128	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Balanced accuracy	0.55824879061399	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Accuracy	0.467737121709545	NoLeakage
Epitope1D	Influenza A	AUC	0.54885474539588	NoLeakage
Epitope1D	Influenza A	F1	0.423880597014925	NoLeakage
Epitope1D	Influenza A	MCC	0.109279591285664	NoLeakage
Epitope1D	Influenza A	PPV	0.72710843373494	NoLeakage
Epitope1D	Influenza A	NPV	0.392089423903697	NoLeakage
Epitope1D	Influenza A	Sensitivity	0.29913258983891	NoLeakage
Epitope1D	Influenza A	Specificity	0.801054018445323	NoLeakage
Epitope1D	Influenza A	Balanced accuracy	0.550093304142116	NoLeakage
Epitope1D	Influenza A	Accuracy	0.480196451204056	NoLeakage
Epitope1D	Measles morbilivirus	AUC	0.583859336813203	NoLeakage
Epitope1D	Measles morbilivirus	F1	0.12298682284041	NoLeakage
Epitope1D	Measles morbilivirus	MCC	-0.169816572986956	NoLeakage
Epitope1D	Measles morbilivirus	PPV	0.23728813559322	NoLeakage
Epitope1D	Measles morbilivirus	NPV	0.528455284552846	NoLeakage
Epitope1D	Measles morbilivirus	Sensitivity	0.08300395256917	NoLeakage
Epitope1D	Measles morbilivirus	Specificity	0.793893129770992	NoLeakage
Epitope1D	Measles morbilivirus	Balanced accuracy	0.438448541170081	NoLeakage
Epitope1D	Measles morbilivirus	Accuracy	0.484065460809647	NoLeakage
Epitope1D	Mononegavirales	AUC	0.536035074708207	NoLeakage
Epitope1D	Mononegavirales	F1	0.249011113203993	NoLeakage
Epitope1D	Mononegavirales	MCC	0.0682097749673486	NoLeakage
Epitope1D	Mononegavirales	PPV	0.393452380952381	NoLeakage
Epitope1D	Mononegavirales	NPV	0.696243987309385	NoLeakage
Epitope1D	Mononegavirales	Sensitivity	0.182143841278589	NoLeakage
Epitope1D	Mononegavirales	Specificity	0.869726412682178	NoLeakage
Epitope1D	Mononegavirales	Balanced accuracy	0.525935126980384	NoLeakage
Epitope1D	Mononegavirales	Accuracy	0.651820801676709	NoLeakage
Epitope1D	O. volvulus	AUC	0.635238165635925	NoLeakage
Epitope1D	O. volvulus	F1	0.179271708683473	NoLeakage
Epitope1D	O. volvulus	MCC	0.044427676343913	NoLeakage
Epitope1D	O. volvulus	PPV	0.149026248941575	NoLeakage
Epitope1D	O. volvulus	NPV	0.88843925319599	NoLeakage
Epitope1D	O. volvulus	Sensitivity	0.224920127795527	NoLeakage
Epitope1D	O. volvulus	Specificity	0.827763496143959	NoLeakage
Epitope1D	O. volvulus	Balanced accuracy	0.526341811969743	NoLeakage
Epitope1D	O. volvulus	Accuracy	0.756479032867397	NoLeakage
Epitope1D	B. pertussis	AUC	0.53964470648909	NoLeakage
Epitope1D	B. pertussis	F1	0.311969111969112	NoLeakage
Epitope1D	B. pertussis	MCC	0.0234420853424715	NoLeakage
Epitope1D	B. pertussis	PPV	0.503740648379052	NoLeakage
Epitope1D	B. pertussis	NPV	0.524725274725275	NoLeakage
Epitope1D	B. pertussis	Sensitivity	0.225950782997763	NoLeakage
Epitope1D	B. pertussis	Specificity	0.793354101765317	NoLeakage
Epitope1D	B. pertussis	Balanced accuracy	0.50965244238154	NoLeakage
Epitope1D	B. pertussis	Accuracy	0.520193861066236	NoLeakage
Epitope1D	Corynebacterium	AUC	0.540784491897622	NoLeakage
Epitope1D	Corynebacterium	F1	0.547461368653422	NoLeakage
Epitope1D	Corynebacterium	MCC	-0.172324825033519	NoLeakage
Epitope1D	Corynebacterium	PPV	0.516666666666667	NoLeakage
Epitope1D	Corynebacterium	NPV	0.3046875	NoLeakage
Epitope1D	Corynebacterium	Sensitivity	0.582159624413146	NoLeakage
Epitope1D	Corynebacterium	Specificity	0.251612903225806	NoLeakage
Epitope1D	Corynebacterium	Balanced accuracy	0.416886263819476	NoLeakage
Epitope1D	Corynebacterium	Accuracy	0.442934782608696	NoLeakage
Epitope1D	E. coli	AUC	0.544055954495917	NoLeakage
Epitope1D	E. coli	F1	0.409679234665166	NoLeakage
Epitope1D	E. coli	MCC	0.235055810808859	NoLeakage
Epitope1D	E. coli	PPV	0.88780487804878	NoLeakage
Epitope1D	E. coli	NPV	0.389531345100426	NoLeakage
Epitope1D	E. coli	Sensitivity	0.266276517922458	NoLeakage
Epitope1D	E. coli	Specificity	0.932944606413994	NoLeakage
Epitope1D	E. coli	Balanced accuracy	0.599610562168226	NoLeakage
Epitope1D	E. coli	Accuracy	0.489040428641013	NoLeakage
Epitope1D	Enterobacteriaceae	AUC	0.56964212300559	NoLeakage
Epitope1D	Enterobacteriaceae	F1	0.356314826113484	NoLeakage
Epitope1D	Enterobacteriaceae	MCC	0.095507535379602	NoLeakage
Epitope1D	Enterobacteriaceae	PPV	0.507384882710686	NoLeakage
Epitope1D	Enterobacteriaceae	NPV	0.605067826977221	NoLeakage
Epitope1D	Enterobacteriaceae	Sensitivity	0.274565115185708	NoLeakage
Epitope1D	Enterobacteriaceae	Specificity	0.806550665301945	NoLeakage
Epitope1D	Enterobacteriaceae	Balanced accuracy	0.540557890243826	NoLeakage
Epitope1D	Enterobacteriaceae	Accuracy	0.582839066824832	NoLeakage
Epitope1D	Lentivirus	AUC	0.567349576870002	NoLeakage
Epitope1D	Lentivirus	F1	0.405012531328321	NoLeakage
Epitope1D	Lentivirus	MCC	-0.0870631817370922	NoLeakage
Epitope1D	Lentivirus	PPV	0.765151515151515	NoLeakage
Epitope1D	Lentivirus	NPV	0.161010260457774	NoLeakage
Epitope1D	Lentivirus	Sensitivity	0.275391956373551	NoLeakage
Epitope1D	Lentivirus	Specificity	0.621951219512195	NoLeakage
Epitope1D	Lentivirus	Balanced accuracy	0.448671587942873	NoLeakage
Epitope1D	Lentivirus	Accuracy	0.338718662952646	NoLeakage
Epitope1D	M. tuberculosis	AUC	0.53629284044579	NoLeakage
Epitope1D	M. tuberculosis	F1	0.529781068898905	NoLeakage
Epitope1D	M. tuberculosis	MCC	0.0200521659222584	NoLeakage
Epitope1D	M. tuberculosis	PPV	0.453993654297144	NoLeakage
Epitope1D	M. tuberculosis	NPV	0.566597653554175	NoLeakage
Epitope1D	M. tuberculosis	Sensitivity	0.635942028985507	NoLeakage
Epitope1D	M. tuberculosis	Specificity	0.383585111353372	NoLeakage
Epitope1D	M. tuberculosis	Balanced accuracy	0.50976357016944	NoLeakage
Epitope1D	M. tuberculosis	Accuracy	0.496205588133839	NoLeakage
Epitope1D	Orthopoxvirus	AUC	0.643766680600662	NoLeakage
Epitope1D	Orthopoxvirus	F1	0.593288590604027	NoLeakage
Epitope1D	Orthopoxvirus	MCC	0.307432072647154	NoLeakage
Epitope1D	Orthopoxvirus	PPV	0.426640926640927	NoLeakage
Epitope1D	Orthopoxvirus	NPV	0.95	NoLeakage
Epitope1D	Orthopoxvirus	Sensitivity	0.973568281938326	NoLeakage
Epitope1D	Orthopoxvirus	Specificity	0.277372262773723	NoLeakage
Epitope1D	Orthopoxvirus	Balanced accuracy	0.625470272356024	NoLeakage
Epitope1D	Orthopoxvirus	Accuracy	0.525078369905956	NoLeakage
Epitope1D	P. aeruginosa	AUC	0.552548943173943	NoLeakage
Epitope1D	P. aeruginosa	F1	0.236024844720497	NoLeakage
Epitope1D	P. aeruginosa	MCC	0.0141375746758376	NoLeakage
Epitope1D	P. aeruginosa	PPV	0.333333333333333	NoLeakage
Epitope1D	P. aeruginosa	NPV	0.684014869888476	NoLeakage
Epitope1D	P. aeruginosa	Sensitivity	0.182692307692308	NoLeakage
Epitope1D	P. aeruginosa	Specificity	0.828828828828829	NoLeakage
Epitope1D	P. aeruginosa	Balanced accuracy	0.505760568260568	NoLeakage
Epitope1D	P. aeruginosa	Accuracy	0.622699386503067	NoLeakage
Epitope1D	P. falciparum	AUC	0.569805720118566	NoLeakage
Epitope1D	P. falciparum	F1	0.751697945832063	NoLeakage
Epitope1D	P. falciparum	MCC	0.0761968667951177	NoLeakage
Epitope1D	P. falciparum	PPV	0.664770777151263	NoLeakage
Epitope1D	P. falciparum	NPV	0.435569755058573	NoLeakage
Epitope1D	P. falciparum	Sensitivity	0.86477867074882	NoLeakage
Epitope1D	P. falciparum	Specificity	0.193083913607931	NoLeakage
Epitope1D	P. falciparum	Balanced accuracy	0.528931292178376	NoLeakage
Epitope1D	P. falciparum	Accuracy	0.629125087988075	NoLeakage
Epitope1D	SARS-Cov-2	AUC	0.597260563248152	NoLeakage
Epitope1D	SARS-Cov-2	F1	0.159090909090909	NoLeakage
Epitope1D	SARS-Cov-2	MCC	0.107158898584471	NoLeakage
Epitope1D	SARS-Cov-2	PPV	0.208910034602076	NoLeakage
Epitope1D	SARS-Cov-2	NPV	0.925476997248311	NoLeakage
Epitope1D	SARS-Cov-2	Sensitivity	0.128457446808511	NoLeakage
Epitope1D	SARS-Cov-2	Specificity	0.956990005878895	NoLeakage
Epitope1D	SARS-Cov-2	Balanced accuracy	0.542723726343703	NoLeakage
Epitope1D	SARS-Cov-2	Accuracy	0.889683482769796	NoLeakage
Epitope1D	S. mansoni	AUC	0.521727022795098	NoLeakage
Epitope1D	S. mansoni	F1	0.242271505376344	NoLeakage
Epitope1D	S. mansoni	MCC	-0.0161166634916275	NoLeakage
Epitope1D	S. mansoni	PPV	0.225735754539762	NoLeakage
Epitope1D	S. mansoni	NPV	0.75890637945319	NoLeakage
Epitope1D	S. mansoni	Sensitivity	0.261421319796954	NoLeakage
Epitope1D	S. mansoni	Specificity	0.721665728756331	NoLeakage
Epitope1D	S. mansoni	Balanced accuracy	0.491543524276643	NoLeakage
Epitope1D	S. mansoni	Accuracy	0.612642789659023	NoLeakage
Epitope1D	T. gondii	AUC	0.509298716329966	NoLeakage
Epitope1D	T. gondii	F1	0.670616939700244	NoLeakage
Epitope1D	T. gondii	MCC	-0.0738733717337415	NoLeakage
Epitope1D	T. gondii	PPV	0.593460826650216	NoLeakage
Epitope1D	T. gondii	NPV	0.317422434367542	NoLeakage
Epitope1D	T. gondii	Sensitivity	0.770833333333333	NoLeakage
Epitope1D	T. gondii	Specificity	0.167929292929293	NoLeakage
Epitope1D	T. gondii	Balanced accuracy	0.469381313131313	NoLeakage
Epitope1D	T. gondii	Accuracy	0.536764705882353	NoLeakage
EpitopeTransfer	C. difficile	AUC	0.706520406912612	NoLeakage
EpitopeTransfer	C. difficile	F1	0.236111111111111	NoLeakage
EpitopeTransfer	C. difficile	MCC	0.172511556860175	NoLeakage
EpitopeTransfer	C. difficile	PPV	0.137651821862348	NoLeakage
EpitopeTransfer	C. difficile	NPV	0.963541666666667	NoLeakage
EpitopeTransfer	C. difficile	Sensitivity	0.829268292682927	NoLeakage
EpitopeTransfer	C. difficile	Specificity	0.464824120603015	NoLeakage
EpitopeTransfer	C. difficile	Balanced accuracy	0.647046206642971	NoLeakage
EpitopeTransfer	C. difficile	Accuracy	0.498861047835991	NoLeakage
EpitopeTransfer	C. trachomatis	AUC	0.773421812248996	NoLeakage
EpitopeTransfer	C. trachomatis	F1	0.716599190283401	NoLeakage
EpitopeTransfer	C. trachomatis	MCC	0.447121288823959	NoLeakage
EpitopeTransfer	C. trachomatis	PPV	0.743697478991597	NoLeakage
EpitopeTransfer	C. trachomatis	NPV	0.704119850187266	NoLeakage
EpitopeTransfer	C. trachomatis	Sensitivity	0.69140625	NoLeakage
EpitopeTransfer	C. trachomatis	Specificity	0.755020080321285	NoLeakage
EpitopeTransfer	C. trachomatis	Balanced accuracy	0.723213165160643	NoLeakage
EpitopeTransfer	C. trachomatis	Accuracy	0.722772277227723	NoLeakage
EpitopeTransfer	Filoviridae	AUC	0.971612338362069	NoLeakage
EpitopeTransfer	Filoviridae	F1	0.780141843971631	NoLeakage
EpitopeTransfer	Filoviridae	MCC	0.765919196345281	NoLeakage
EpitopeTransfer	Filoviridae	PPV	0.662650602409638	NoLeakage
EpitopeTransfer	Filoviridae	NPV	0.993839835728953	NoLeakage
EpitopeTransfer	Filoviridae	Sensitivity	0.948275862068966	NoLeakage
EpitopeTransfer	Filoviridae	Specificity	0.9453125	NoLeakage
EpitopeTransfer	Filoviridae	Balanced accuracy	0.946794181034483	NoLeakage
EpitopeTransfer	Filoviridae	Accuracy	0.945614035087719	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	AUC	0.593038481683458	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	F1	0.444015444015444	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	MCC	0.240911452563318	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	PPV	0.680473372781065	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	NPV	0.609022556390977	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	Sensitivity	0.329512893982808	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	Specificity	0.870967741935484	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	Balanced accuracy	0.600240317959146	NoLeakage
EpitopeTransfer	Human Gammaherpesvirus 4	Accuracy	0.624755700325733	NoLeakage
EpitopeTransfer	Influenza A	AUC	0.755717925030094	NoLeakage
EpitopeTransfer	Influenza A	F1	0.817950889077053	NoLeakage
EpitopeTransfer	Influenza A	MCC	0.175976033435571	NoLeakage
EpitopeTransfer	Influenza A	PPV	0.786644951140065	NoLeakage
EpitopeTransfer	Influenza A	NPV	0.408450704225352	NoLeakage
EpitopeTransfer	Influenza A	Sensitivity	0.851851851851852	NoLeakage
EpitopeTransfer	Influenza A	Specificity	0.306878306878307	NoLeakage
EpitopeTransfer	Influenza A	Balanced accuracy	0.579365079365079	NoLeakage
EpitopeTransfer	Influenza A	Accuracy	0.715608465608466	NoLeakage
EpitopeTransfer	Measles morbilivirus	AUC	0.686121323529412	NoLeakage
EpitopeTransfer	Measles morbilivirus	F1	0.69060773480663	NoLeakage
EpitopeTransfer	Measles morbilivirus	MCC	0.386335784313726	NoLeakage
EpitopeTransfer	Measles morbilivirus	PPV	0.651041666666667	NoLeakage
EpitopeTransfer	Measles morbilivirus	NPV	0.735294117647059	NoLeakage
EpitopeTransfer	Measles morbilivirus	Sensitivity	0.735294117647059	NoLeakage
EpitopeTransfer	Measles morbilivirus	Specificity	0.651041666666667	NoLeakage
EpitopeTransfer	Measles morbilivirus	Balanced accuracy	0.693167892156863	NoLeakage
EpitopeTransfer	Measles morbilivirus	Accuracy	0.69060773480663	NoLeakage
EpitopeTransfer	Mononegavirales	AUC	0.725381535066513	NoLeakage
EpitopeTransfer	Mononegavirales	F1	0.565074135090609	NoLeakage
EpitopeTransfer	Mononegavirales	MCC	0.286167160029344	NoLeakage
EpitopeTransfer	Mononegavirales	PPV	0.481065918653576	NoLeakage
EpitopeTransfer	Mononegavirales	NPV	0.790450928381963	NoLeakage
EpitopeTransfer	Mononegavirales	Sensitivity	0.684630738522954	NoLeakage
EpitopeTransfer	Mononegavirales	Specificity	0.616977225672878	NoLeakage
EpitopeTransfer	Mononegavirales	Balanced accuracy	0.650803982097916	NoLeakage
EpitopeTransfer	Mononegavirales	Accuracy	0.640081799591002	NoLeakage
EpitopeTransfer	O. volvulus	AUC	0.626022741112255	NoLeakage
EpitopeTransfer	O. volvulus	F1	0.362179487179487	NoLeakage
EpitopeTransfer	O. volvulus	MCC	0.272042861609763	NoLeakage
EpitopeTransfer	O. volvulus	PPV	0.423220973782772	NoLeakage
EpitopeTransfer	O. volvulus	NPV	0.884578997161779	NoLeakage
EpitopeTransfer	O. volvulus	Sensitivity	0.316526610644258	NoLeakage
EpitopeTransfer	O. volvulus	Specificity	0.923913043478261	NoLeakage
EpitopeTransfer	O. volvulus	Balanced accuracy	0.620219827061259	NoLeakage
EpitopeTransfer	O. volvulus	Accuracy	0.832843343133137	NoLeakage
EpitopeTransfer	B. pertussis	AUC	0.554517133956386	NoLeakage
EpitopeTransfer	B. pertussis	F1	0.8359375	NoLeakage
EpitopeTransfer	B. pertussis	MCC	0	NoLeakage
EpitopeTransfer	B. pertussis	PPV	0.718120805369127	NoLeakage
EpitopeTransfer	B. pertussis	NPV	0	NoLeakage
EpitopeTransfer	B. pertussis	Sensitivity	1	NoLeakage
EpitopeTransfer	B. pertussis	Specificity	0	NoLeakage
EpitopeTransfer	B. pertussis	Balanced accuracy	0.5	NoLeakage
EpitopeTransfer	B. pertussis	Accuracy	0.718120805369127	NoLeakage
EpitopeTransfer	Corynebacterium	AUC	0.768827160493827	NoLeakage
EpitopeTransfer	Corynebacterium	F1	0.707070707070707	NoLeakage
EpitopeTransfer	Corynebacterium	MCC	0.49183710666061	NoLeakage
EpitopeTransfer	Corynebacterium	PPV	0.777777777777778	NoLeakage
EpitopeTransfer	Corynebacterium	NPV	0.72463768115942	NoLeakage
EpitopeTransfer	Corynebacterium	Sensitivity	0.648148148148148	NoLeakage
EpitopeTransfer	Corynebacterium	Specificity	0.833333333333333	NoLeakage
EpitopeTransfer	Corynebacterium	Balanced accuracy	0.740740740740741	NoLeakage
EpitopeTransfer	Corynebacterium	Accuracy	0.745614035087719	NoLeakage
EpitopeTransfer	E. coli	AUC	0.853259554910498	NoLeakage
EpitopeTransfer	E. coli	F1	0.872370266479663	NoLeakage
EpitopeTransfer	E. coli	MCC	0.325406771440337	NoLeakage
EpitopeTransfer	E. coli	PPV	0.775561097256858	NoLeakage
EpitopeTransfer	E. coli	NPV	0.941176470588236	NoLeakage
EpitopeTransfer	E. coli	Sensitivity	0.996794871794872	NoLeakage
EpitopeTransfer	E. coli	Specificity	0.150943396226415	NoLeakage
EpitopeTransfer	E. coli	Balanced accuracy	0.573869134010643	NoLeakage
EpitopeTransfer	E. coli	Accuracy	0.782296650717703	NoLeakage
EpitopeTransfer	Enterobacteriaceae	AUC	0.825584116507884	NoLeakage
EpitopeTransfer	Enterobacteriaceae	F1	0.738377392889699	NoLeakage
EpitopeTransfer	Enterobacteriaceae	MCC	0.479421182379271	NoLeakage
EpitopeTransfer	Enterobacteriaceae	PPV	0.691126279863481	NoLeakage
EpitopeTransfer	Enterobacteriaceae	NPV	0.788844621513944	NoLeakage
EpitopeTransfer	Enterobacteriaceae	Sensitivity	0.792563600782779	NoLeakage
EpitopeTransfer	Enterobacteriaceae	Specificity	0.68630849220104	NoLeakage
EpitopeTransfer	Enterobacteriaceae	Balanced accuracy	0.739436046491909	NoLeakage
EpitopeTransfer	Enterobacteriaceae	Accuracy	0.736213235294118	NoLeakage
EpitopeTransfer	Lentivirus	AUC	0.789048789048789	NoLeakage
EpitopeTransfer	Lentivirus	F1	0.925	NoLeakage
EpitopeTransfer	Lentivirus	MCC	0.769589628905795	NoLeakage
EpitopeTransfer	Lentivirus	PPV	0.86046511627907	NoLeakage
EpitopeTransfer	Lentivirus	NPV	1	NoLeakage
EpitopeTransfer	Lentivirus	Sensitivity	1	NoLeakage
EpitopeTransfer	Lentivirus	Specificity	0.688311688311688	NoLeakage
EpitopeTransfer	Lentivirus	Balanced accuracy	0.844155844155844	NoLeakage
EpitopeTransfer	Lentivirus	Accuracy	0.893333333333333	NoLeakage
EpitopeTransfer	M. tuberculosis	AUC	0.522180072976599	NoLeakage
EpitopeTransfer	M. tuberculosis	F1	0.58593054318789	NoLeakage
EpitopeTransfer	M. tuberculosis	MCC	-0.0306635517105727	NoLeakage
EpitopeTransfer	M. tuberculosis	PPV	0.508762886597938	NoLeakage
EpitopeTransfer	M. tuberculosis	NPV	0.457668711656442	NoLeakage
EpitopeTransfer	M. tuberculosis	Sensitivity	0.690692792162351	NoLeakage
EpitopeTransfer	M. tuberculosis	Specificity	0.281297134238311	NoLeakage
EpitopeTransfer	M. tuberculosis	Balanced accuracy	0.485994963200331	NoLeakage
EpitopeTransfer	M. tuberculosis	Accuracy	0.493647912885662	NoLeakage
EpitopeTransfer	Orthopoxvirus	AUC	0.69757860040568	NoLeakage
EpitopeTransfer	Orthopoxvirus	F1	0.442105263157895	NoLeakage
EpitopeTransfer	Orthopoxvirus	MCC	0.365812086013634	NoLeakage
EpitopeTransfer	Orthopoxvirus	PPV	0.567567567567568	NoLeakage
EpitopeTransfer	Orthopoxvirus	NPV	0.873720136518771	NoLeakage
EpitopeTransfer	Orthopoxvirus	Sensitivity	0.362068965517241	NoLeakage
EpitopeTransfer	Orthopoxvirus	Specificity	0.941176470588235	NoLeakage
EpitopeTransfer	Orthopoxvirus	Balanced accuracy	0.651622718052738	NoLeakage
EpitopeTransfer	Orthopoxvirus	Accuracy	0.839393939393939	NoLeakage
EpitopeTransfer	P. aeruginosa	AUC	0.72053872053872	NoLeakage
EpitopeTransfer	P. aeruginosa	F1	0.835051546391753	NoLeakage
EpitopeTransfer	P. aeruginosa	MCC	0.147382635309143	NoLeakage
EpitopeTransfer	P. aeruginosa	PPV	0.716814159292035	NoLeakage
EpitopeTransfer	P. aeruginosa	NPV	1	NoLeakage
EpitopeTransfer	P. aeruginosa	Sensitivity	1	NoLeakage
EpitopeTransfer	P. aeruginosa	Specificity	0.0303030303030303	NoLeakage
EpitopeTransfer	P. aeruginosa	Balanced accuracy	0.515151515151515	NoLeakage
EpitopeTransfer	P. aeruginosa	Accuracy	0.719298245614035	NoLeakage
EpitopeTransfer	P. falciparum	AUC	0.81044911944787	NoLeakage
EpitopeTransfer	P. falciparum	F1	0.826028190770419	NoLeakage
EpitopeTransfer	P. falciparum	MCC	0.505325441216076	NoLeakage
EpitopeTransfer	P. falciparum	PPV	0.792515746572805	NoLeakage
EpitopeTransfer	P. falciparum	NPV	0.731918238993711	NoLeakage
EpitopeTransfer	P. falciparum	Sensitivity	0.8625	NoLeakage
EpitopeTransfer	P. falciparum	Specificity	0.624413145539906	NoLeakage
EpitopeTransfer	P. falciparum	Balanced accuracy	0.743456572769953	NoLeakage
EpitopeTransfer	P. falciparum	Accuracy	0.773105011332158	NoLeakage
EpitopeTransfer	SARS-Cov-2	AUC	0.547382832948538	NoLeakage
EpitopeTransfer	SARS-Cov-2	F1	0.119844357976654	NoLeakage
EpitopeTransfer	SARS-Cov-2	MCC	0.0433957627630588	NoLeakage
EpitopeTransfer	SARS-Cov-2	PPV	0.151277013752456	NoLeakage
EpitopeTransfer	SARS-Cov-2	NPV	0.901285129219037	NoLeakage
EpitopeTransfer	SARS-Cov-2	Sensitivity	0.0992268041237113	NoLeakage
EpitopeTransfer	SARS-Cov-2	Specificity	0.936601115350748	NoLeakage
EpitopeTransfer	SARS-Cov-2	Balanced accuracy	0.51791395973723	NoLeakage
EpitopeTransfer	SARS-Cov-2	Accuracy	0.85098814229249	NoLeakage
EpitopeTransfer	S. mansoni	AUC	0.556675464273718	NoLeakage
EpitopeTransfer	S. mansoni	F1	0.437463641652123	NoLeakage
EpitopeTransfer	S. mansoni	MCC	0.0562945514980207	NoLeakage
EpitopeTransfer	S. mansoni	PPV	0.29746835443038	NoLeakage
EpitopeTransfer	S. mansoni	NPV	0.764880952380952	NoLeakage
EpitopeTransfer	S. mansoni	Sensitivity	0.826373626373626	NoLeakage
EpitopeTransfer	S. mansoni	Specificity	0.224454148471616	NoLeakage
EpitopeTransfer	S. mansoni	Balanced accuracy	0.525413887422621	NoLeakage
EpitopeTransfer	S. mansoni	Accuracy	0.395625	NoLeakage
EpitopeTransfer	T. gondii	AUC	0.705363942987705	NoLeakage
EpitopeTransfer	T. gondii	F1	0.81057268722467	NoLeakage
EpitopeTransfer	T. gondii	MCC	0.218267589534157	NoLeakage
EpitopeTransfer	T. gondii	PPV	0.73015873015873	NoLeakage
EpitopeTransfer	T. gondii	NPV	0.560975609756098	NoLeakage
EpitopeTransfer	T. gondii	Sensitivity	0.910891089108911	NoLeakage
EpitopeTransfer	T. gondii	Specificity	0.252747252747253	NoLeakage
EpitopeTransfer	T. gondii	Balanced accuracy	0.581819170928082	NoLeakage
EpitopeTransfer	T. gondii	Accuracy	0.706484641638225	NoLeakage
EpitopeVec	C. difficile	AUC	0.510322878702325	NoLeakage
EpitopeVec	C. difficile	F1	0.3	NoLeakage
EpitopeVec	C. difficile	MCC	0.07576051865587	NoLeakage
EpitopeVec	C. difficile	PPV	0.192592592592593	NoLeakage
EpitopeVec	C. difficile	NPV	0.865291262135922	NoLeakage
EpitopeVec	C. difficile	Sensitivity	0.678260869565217	NoLeakage
EpitopeVec	C. difficile	Specificity	0.420897284533648	NoLeakage
EpitopeVec	C. difficile	Balanced accuracy	0.549579077049433	NoLeakage
EpitopeVec	C. difficile	Accuracy	0.464443354585581	NoLeakage
